	er-cv	erytrocyty	hemoglobin	ast	ssn	smoker	relationship	leukocyty	alp	etytr	alt	hbver	indicator	hematokrit	name	weight	trombocyty
2635	61.71398	4.74658	6.84409	38.68431	630-92-6955	no	divoced	4.82044	85.61841	6.81863	13.25495	6.77923	1.00000	5.29729	Jennifer Garcia	110.73263	4.21671
2636	33.82317	5.40796	7.58827	42.39721	557-67-4026	Y	married	5.96598	63.97820	7.25398	8.34582	7.70648	1.00000	4.64831	Eugene Johnson	44.59798	3.16860
2637	53.02152	7.31112	2.80184	46.72185	078-87-0358	Y	divoced	5.46552	4.12073	8.40730	21.69110	4.57640	0.00000	4.60830	Robin Ellis	84.22767	5.11366
2638	53.00962	6.83514	4.11179	38.87027	684-53-2520	Y	married	5.92996	23.65014	7.14625	14.57224	5.98670	0.00000	4.61793	Paula Parks	57.17408	4.91225
2639	53.83788	5.83016	5.97437	42.89523	367-01-9451	yes	nop	4.12626	87.81932	10.11972	10.46109	5.92197	1.00000	3.00004	Nicholas Rodriguez	55.24302	2.17185
2640	42.02771	5.22854	2.76788	59.32626	221-51-4845	no	divoced	4.88181	9.87243	4.86539	12.89135	6.51199	0.00000	4.21887	Lauren Frazier	116.88721	5.97032
2641	34.43463	5.62318	4.03150	53.19613	244-37-5038	no	single	6.59152	27.44972	6.24407	12.04337	4.96406	1.00000	5.12872	Todd Crawford	86.45251	5.05492
2642	57.32162	5.58900	6.80594	49.37084	778-74-5789	no	separated	5.79340	79.65631	6.32258	13.94886	7.52823	1.00000	4.86120	Daniel Moreno	87.56983	3.98023
2643	51.12058	6.20451	5.31986	49.73360	042-55-6097	no	divoced	5.70741	74.87474	6.42263	17.06520	5.36644	1.00000	6.50663	Monique Hunt	42.83992	4.34965
2644	45.20708	4.03979	3.97658	48.80533	245-97-4424	Y	married	6.14542	24.42183	5.71940	13.64998	3.41841	1.00000	5.54040	John Moreno	14.25541	2.79519
2645	47.72699	6.08377	7.87040	39.10461	250-73-1053	no	divoced	7.35678	48.51201	7.88404	8.91452	8.71741	1.00000	8.60975	Mary Rubio	43.34838	2.49203
2646	57.98903	5.91326	4.38560	53.30409	879-06-5802	yes	single	5.64307	37.32695	7.23540	10.46323	3.38957	1.00000	4.02951	Daniel Martinez	92.75776	4.07056
2647	35.64259	4.13554	3.50017	41.02753	216-15-7838	no	divoced	5.61117	12.65520	7.28899	13.77607	6.94583	0.00000	3.49174	Brian Jackson	8.95685	6.84072
2648	34.55285	6.65603	4.14012	62.86845	450-83-6754	no	separated	6.15973	29.39610	3.74132	14.22950	5.66647	0.00000	4.94752	Aaron Vasquez	85.64388	5.14183
2649	52.80908	7.31686	3.97340	49.00601	030-67-1960	yes	widowed	4.98744	22.84367	8.05178	22.66789	4.42729	1.00000	5.37495	Jessica Martin	31.66338	3.61862
2650	41.06295	6.85050	4.36932	44.42067	891-30-7979	no	divoced	4.96868	29.21942	6.25968	13.43495	5.45384	1.00000	6.06127	Nicole Gonzales	28.48772	4.32259
2651	60.15827	5.49335	6.43690	70.98486	657-94-1839	no	divoced	5.14604	87.10583	5.86434	15.78405	7.37848	1.00000	5.55506	Marissa Morris	145.47936	4.46101
2652	54.43057	5.32902	4.71611	57.67557	132-52-3028	no	divoced	5.54121	45.48857	6.29282	11.39760	6.98249	1.00000	5.27405	Andrew Contreras	84.09444	6.92512
2653	42.08078	5.03935	6.28254	50.27339	132-62-3428	Y	nop	4.22031	90.76985	4.70744	15.27227	6.38654	1.00000	5.30212	Thomas Roberts	106.72079	5.13505
2654	30.61943	5.45469	5.98198	63.89159	551-57-7586	Y	married	2.86527	82.74364	5.92870	16.74392	6.11775	1.00000	5.80370	Jonathan Grimes	47.49434	5.30896
2655	38.39919	5.99925	3.73649	35.96958	130-56-0898	no	married	5.42713	13.29570	8.08293	11.34541	6.00211	0.00000	4.55865	Cole Howard	96.50225	4.15578
2656	58.01487	4.83295	5.07050	37.88639	752-77-5293	yes	nop	6.16096	62.49887	8.23280	11.46281	4.46575	1.00000	6.28854	Eric Brown	24.92744	2.78112
2657	37.18667	5.43205	5.00104	61.36891	725-61-7821	yes	widowed	6.72257	63.59775	5.98249	10.32182	6.40859	0.00000	4.67953	Gregory Munoz	89.13596	5.91921
2658	52.16020	6.34799		43.66811	774-82-2182	no	divoced	6.43005	64.22364	5.26835	15.89110	6.93107	0.00000	7.05515	Michael Stanley	151.21916	5.68542
2659	56.67152	3.85966	4.96622	31.26442	555-14-4758	yes	married	5.65493	63.48569	5.70601	8.02697	6.70477	1.00000	6.57432	Lisa Weaver	89.55280	4.65482
2660	39.51678	6.08518	5.04519	49.60150	176-26-7977	Y	divoced	8.41762	63.52450	9.41051	16.76449	3.51524	1.00000	6.31981	Jerry Schultz	87.70053	1.79235
2661	39.95963	6.02687	6.15197	50.50450	047-73-3020	no	single	5.56828	90.17548	5.02584	9.57120	5.48707	1.00000	5.22519	Kenneth Burns	102.11295	5.56500
2662	63.85221	6.13782	5.91758	38.56717	799-99-3803	yes	divoced	5.85049	89.99255	4.74665	14.42206	7.76940	0.00000	5.94424	Marcus Giles	66.52494	5.46499
2663	58.94815	6.04078	5.46311	41.57086	475-85-6143	yes	separated	5.85801	78.89608	9.00225	14.45718	3.63469	1.00000	4.86665	Kaitlyn Vasquez	67.75084	2.34886
2664	72.45203	5.55484	2.10301	39.74640	080-39-6313	no	married	5.63417	32.46243	8.15148	6.39132	6.86806	0.00000	6.20633	Michael Ingram	52.69764	1.58735
2665	27.82041	6.03364	5.02977	46.11270	161-69-1838	yes	single	5.43770	64.71585	8.26862	17.77644	3.02724	1.00000	5.89699	Laura Mckenzie	79.06761	1.54931
2666	22.02194	5.67513	5.84471	35.38115	122-87-4990	no	divoced	5.07059	85.32945	5.15155		6.74233	1.00000	5.61228	Rhonda Mitchell	110.97565	5.49681
2667	48.99811	5.38947	3.34243	48.36117	756-83-2249	yes	married	4.87977	16.00127	7.50204	11.90227	6.63912	0.00000	5.02996	Jose Little	76.33104	3.21424
2668	48.32046	5.43239	2.04614	19.69256	310-84-4461	N	divoced	5.02887	24.11908	4.08255	11.34492	3.59853	1.00000	3.67122	Christopher Potter	80.64553	6.67494
2669	57.31608	5.92382	7.11516	66.87290	385-52-2837	no	separated	7.14759	74.37292	7.70593	9.66188	6.29069	1.00000	4.96541	Olivia Villa DDS	137.85876	3.93399
2670	33.53992	4.54743	3.79661	54.12631	208-24-9349	yes	widowed	7.33194	13.77127	5.23637	7.83079	4.72284	0.00000	6.42098	Debra Mills	53.31567	5.99509
2671	18.43420	4.84371	6.20238	40.64926	312-58-4641	no	single	5.82081	91.89728	5.12826	12.73580	6.60084	1.00000	6.46075	Lisa Owens	50.36064	5.19743
2672	55.10282	7.34382	5.90038	28.00512	239-81-1410	no	married	6.31778	89.67622	7.51939	22.41558	7.68149	1.00000	5.59915	Sean Davies	53.57359	4.88494
2673	28.85051	6.23338	7.04664	66.08901	731-23-0744	no	widowed	7.51572	82.56865	6.69137	13.10431	8.19629	1.00000	5.14809	Dustin Mcneil	35.72260	3.49004
2674	59.87883	7.49640	4.61214	45.11578	323-03-4963	yes	widowed	5.92881	47.57528	7.83739	18.78208	4.30784	1.00000	8.26362	John Hendrix	102.66558	2.85060
2675	46.13278	5.08399	8.19555	49.40885	057-88-1534	no	married	6.85350	34.42093	6.73294	9.78251	7.14308	1.00000	5.10628	Nicholas Thompson MD	52.05849	2.57167
2676	58.10846	4.84638	5.31305	36.32767	029-87-3029	Y	widowed	5.85640	72.02949	5.36337	11.69170	8.37151	0.00000	8.79936	Patricia Harvey	54.98086	3.77050
2677	34.98173	5.94263	3.56835	56.39485	440-31-7371	no	married	6.69950	16.13405	4.79957	10.43943	4.95888	1.00000	6.17864	Anthony Franklin	75.77937	3.79644
2678	37.11011	6.01356	9.45757	37.24402	745-23-5468	no	separated	5.39316	9.59855	8.81212	11.85816	7.62934	1.00000	5.74025	Paul Sandoval	64.29905	0.84718
2679	35.62388	3.75079	7.06447	35.68339	374-30-6354	yes	single	6.04874	78.76227	7.01464	11.42148	5.09790	1.00000	5.88890	Linda Alexander	179.42262	4.56603
2680	71.10082	4.81732	8.46381	56.86185	304-76-4248	no	nop	4.83278	29.79250	7.68453	9.77500	8.24735	1.00000	6.27550	Danielle Williams	80.52832	1.93295
2681	77.00264	5.56894	4.66644	39.15723	676-48-1842	Y	widowed	4.86128	38.72417	7.73312	7.07540	4.68813	1.00000	6.13305	Clinton Thomas	110.79445	3.87262
2682	63.53609	4.71065	5.58932	40.62499	361-07-3768	no	separated	3.92559	71.93027	5.79644	16.63283	6.71227	0.00000	6.22419	Jessica Lee	71.87099	5.94201
2683	56.84322	4.86342	4.93031	25.26554	572-98-3221	Y	married	5.50194	57.13008	8.41193	13.03763	5.74738	1.00000	4.88951	Shannon Murray	110.34883	3.81451
2684	56.76518	4.18521	7.39249	53.41801	101-77-9087	no	single	5.50272	69.13018	8.69747	12.65671	7.62768	1.00000	6.39588	Brian Jones	50.71628	3.08212
2685	63.11136	5.32837	6.99584	44.86181	340-58-2017	yes	divoced	5.80644	84.60020	6.55609	13.48550	7.30710	1.00000	5.22019	Steven Sanders	77.55661	3.98009
2686	43.96030	6.82991	3.98731	56.82426	356-87-8960	Y	widowed	5.30396	21.17870	6.09663	15.55705	7.74204	0.00000	6.53444	Alexis Davis	94.11261	7.19465
2687	35.26052	5.95854	3.36474	75.32674	475-58-9617	yes	nop	7.02118	5.42977	7.09062	14.30736	5.58438	0.00000	7.54659	Brian Carter	90.90696	5.89151
2688	65.64257	3.76116	4.51861	57.23904	692-05-0407	no	widowed	6.77709	42.30626	7.90741	6.67411	7.77751	0.00000	5.73499	Kayla Smith	34.01478	7.34349
2689	40.27773	7.63245	3.18543	54.98462	758-40-5760	no	single	6.59856	10.02406	6.20711	21.45612	4.38827	1.00000	4.84469	Amanda Green	42.60107	5.22671
2690	54.88294	4.12870	5.95679	30.68620	138-01-6330	no	widowed	7.88732	83.93416	7.78691	4.93168	5.41844	1.00000	7.73837	Todd Russell	64.80108	5.75660
2691	57.47277	6.06397	7.65361	50.26700	611-94-8271	Y	widowed	6.42907	59.29876	6.51146	15.97356	6.53817	1.00000	5.86790	Jennifer Craig	43.05121	3.56062
2692	61.95983	6.06196	6.09367	57.71795	736-84-0801	yes	divoced	6.88430	91.67692	8.58841	17.11695	4.12933	1.00000	5.49175	Erin Myers	65.01531	1.35361
2693	57.88677	5.35122	4.00958	55.69818	343-55-3066	Y	single	6.03557	19.39021	6.36258	13.89560	3.60203	1.00000	6.91428	Kevin Martinez	105.60631	4.67330
2694	61.09113	7.62770	7.48300	65.81926	326-61-1093	yes	nop	5.40910	62.45730	6.51586	25.32932	6.72553	1.00000	6.10282	Sandra Roberts	28.16207	3.54066
2695	24.34049	6.15407	3.93611	63.38513	816-37-4872	no	nop	5.27260	20.24889	5.93511	13.47264	3.00231	1.00000	5.28180	Joshua Schroeder	56.05772	4.71915
2696	52.23699	5.45797	4.94242	43.27340	819-62-4510	no	single	5.93820	57.63594	5.73243	9.61946	6.96288	1.00000	4.36042	Robin Moore	48.76830	6.28368
2697	55.47658	6.85203	7.24321	56.53579	408-09-6921	no	single	6.88427	72.69328	7.26178	18.23376	6.93075	1.00000	7.34277	Felicia Casey	77.63448	3.62790
2698	50.25660	4.27077	4.64025	58.63751	715-19-1517	no	nop	5.13185	52.98820	7.80461	8.60391	3.71279	1.00000	3.58463	Karen Kennedy	48.39848	3.98688
2699	59.00903	5.91000	5.01584	58.15911	665-60-3564	yes	divoced	4.58307	56.71298	4.54600	15.08855	6.36263	1.00000	6.06527	Miguel West	40.94716	6.74781
2700	39.98910	6.53385	4.53888	50.53484	229-67-8977	yes	married	5.86424	40.17904	7.29960	12.94076	5.73715	1.00000	5.47349	Timothy Lee	39.09584	7.12865
2701	40.15658	6.57583	5.10153	41.09483	083-72-8519	Y	divoced	6.59510	64.21473	3.61672	12.10442	5.28296	1.00000	6.65427	Michael Hawkins	85.43788	6.96739
2702	53.81987	5.76150	4.13325	42.47899	824-76-1799	Y	widowed	6.13815	20.43913	6.13864	16.75186	3.52783	1.00000	5.43170	Joseph Mitchell	65.04576	5.14781
2703	48.75045	6.62730	7.79198	52.06233	645-03-5765	Y	married	6.95288	57.74617	6.16238	14.65570	6.03252	1.00000	6.47926	Joshua Lee	75.12640	3.47708
2704	64.47310	6.70489	3.39658	51.66588	635-36-4427	no	separated	5.82516	14.35375	5.39055	11.30832	6.05449	0.00000	4.33858	Suzanne Frazier	21.77867	6.31294
2705	26.36271	5.82819	6.07452	37.04660	894-31-1588	yes	widowed	6.56859	83.67187	7.48221	13.70244	6.04888	1.00000	6.67598	Shane Hendricks	113.34619	5.11799
2706	53.05356	4.27975	6.65800	41.66245	575-43-6820	no	single	5.21052	87.85149	5.07280	12.05594	5.53352	0.00000	4.91343	Christopher Randall	42.38666	8.96572
2707	6.94429	4.44413	5.43288	53.12697	317-24-6911	no	married	6.22756	74.55384	4.08456	10.79683	5.72052	1.00000	4.87904	Nathan Cook	97.37359	6.39161
2708	97.41914	5.93540	7.10457	53.02329	286-47-4800	N	married	7.12345	73.96508	7.22601	7.57621	6.14851	0.00000	3.65399	Adam Tate	49.86407	6.38648
2709	53.94378	6.15570	4.71802	64.50541	278-92-3005	yes	single	6.81738	50.66321	6.55997	9.25249	6.27748	0.00000	7.15598	Heather Burns	77.38487	5.46584
2710	49.87119	5.03205	6.18008	53.29275	717-05-6896	Y	divoced	4.99670	88.20078	4.38513	13.56357	7.28732	1.00000	6.07906	Bonnie Banks	81.74663	4.87943
2711	54.41231	7.18067	4.12313	24.86459	058-14-3650	yes	single	6.86703	26.13143	7.21219	20.07705	6.71793	0.00000	5.30583	Melissa Huerta	77.24297	6.74772
2712	22.59749	5.52657	7.00953	29.84748	409-91-9517	no	divoced	5.95226	76.08141	5.30344	14.23455	5.99314	1.00000	5.05374	Melissa Porter	106.95957	4.31500
2713	36.09088	3.65491	1.53056	58.91812	153-59-9514	no	married	3.27951	52.96842	9.19852	11.55389	5.23837	0.00000	5.35418	Eric Willis	97.07448	2.69983
2714	51.19602	7.46536	6.31069	29.14648	637-75-7957	Y	divoced	6.00821	87.86295	5.38370	21.87181	8.07163	1.00000	5.52210	Scott Turner	69.98288	4.55736
2715	38.24538	5.85207	8.07116	56.82906	277-68-4546	no	married	6.54771	39.37953	8.51852	12.45939	7.24581	1.00000	6.51892	Tyrone James	108.40384	2.71790
2716	64.68403	7.65670	4.29543	47.78818	246-55-7500	Y	nop	4.51559	37.74866	6.71711	27.01548	4.65654	1.00000	6.24911	Charles Fischer	47.31382	4.02395
2717	37.26368	5.60589	2.99973	57.79401	525-49-8089	no	widowed	6.29779	12.62370	6.39391	12.24130	5.67307	0.00000	4.82677	Katrina Anderson	78.63844	6.28052
2718	61.11184	4.27864	3.49311	54.64518	032-56-2866	Y	separated	5.75236	8.57428	6.14249	9.51141	2.99968	1.00000	6.15117	Jessica Davenport	75.33422	3.33196
2719	14.84225	5.19132	4.00206	54.88958	483-83-6985	Y	divoced	6.77807	23.87842	6.31643	16.11833	5.76081	1.00000	5.12044	Carrie Robinson	63.57222	5.72869
2720	27.09043	5.29248	3.47612	42.57595	627-27-9709	Y	married	4.28917	8.05040	4.44996	11.39794	4.99983	0.00000	5.03125	Christian Garza	44.12578	5.15879
2721	45.62695	4.61319	7.89062	52.86832	282-68-8985	N	divoced	5.73314	45.72653	8.95435	15.44388	7.47191	1.00000	6.24918	Thomas Sanchez	34.71758	2.75923
2722	48.24092	7.53957	1.50547	58.63977	594-24-0470	Y	divoced	6.61792	55.80519	4.49018	20.97791	5.01327	0.00000	5.36139	Shawn Holmes	143.95608	5.81320
2723	23.59190	6.96765	6.55783	54.13074	889-70-6412	no	married	5.34119	83.34853	6.05553	17.60970	6.23473	1.00000	5.73445	Cynthia Smith	75.84607	4.77475
2724	46.10795	5.42902	4.37388	57.54229	817-71-9105	no	divoced	4.22430	33.46523	6.26155	10.32369	5.77247	0.00000	5.42474	Lisa Mcgee	46.85695	5.86577
2725	52.69946	4.44486	5.62118	51.32009	302-47-6322	Y	married	6.06941	76.36774	7.22946	14.41116	6.40154	1.00000	5.38456	Chelsea Kirk	47.12396	4.58815
2726	55.73874	6.89051	5.43563	42.76541	001-41-4578	yes	nop	4.57368	76.19154	6.81522	18.43706	4.95283	1.00000	5.93881	Megan Taylor	57.97270	6.42579
2727	36.37592	6.08934	3.03520	36.24930	555-05-4030	no	divoced	7.39560	0.82996	5.40991	17.60082	4.37395	1.00000	4.98476	Brandon Santana	43.25352	6.27658
2728	44.68293	5.18558	5.78841	43.34755	582-35-9315	Y	married	5.81863	84.80082	3.77670	19.26801	4.55172	1.00000	7.93988	Christopher Williams	41.21360	6.30428
2729	61.23673	6.39809	4.17962	49.72226	372-13-6215	N	separated	6.88457	34.47025	6.19760	15.32907	4.76687	1.00000	6.03500	Raymond Vang	38.53787	5.07379
2730	12.26119	6.13553	6.49553	52.79680	620-96-3477	N	separated	6.56814	92.61171	6.38818	14.83048	7.70556	0.00000	4.64399	Jeanette Jones	75.94064	7.42007
2731	39.22424	6.81302	4.02986	52.34323	736-35-9556	no	separated	3.36694	22.92058	7.07316	16.05707	3.34196	1.00000	6.35068	Paige Bell	63.78012	4.41057
2732	67.63128	4.85166	4.39951	40.18238	813-22-8774	no	separated	6.10874	30.41293	7.50646	5.61822	5.83202	0.00000	7.32841	Michael Jimenez	67.56439	5.14961
2733	47.96189	6.82582	7.59033	47.54085	552-78-6149	no	married	6.67802	58.85375	5.56367	13.14367	6.46362	1.00000	5.55601	Christopher Collins	88.14907	3.62666
2734	42.70685	7.00352	3.84667	49.44438	029-49-4739	yes	divoced	7.63708	19.73164	5.43971	13.36357	4.77146	1.00000	6.41437	Heather Walker	122.08353	4.59164
2735		7.24789	6.60393	54.87545	441-66-1062	N	married	4.19885	81.71366	7.93206	23.76656	7.90374	1.00000	5.89350	Robert Frye	55.16811	4.03879
2736	45.59266	5.67289	6.85485	40.59303	123-09-7273	no	nop	5.60281	81.82220	7.65393	9.62093	5.53578	1.00000	6.90289	John Miller	56.89510	4.54799
2737	35.28161	5.83119	6.91470	65.30989	551-57-7586	no	divoced	5.57591	83.62038	7.62333	10.23829	5.24385	1.00000	3.94451	Jonathan Grimes	58.26725	4.68813
2738	39.62337	5.01048	4.98107	51.72802	072-08-6492	Y	nop	4.48373	59.29913	7.73635	10.06696	3.52430	0.00000	3.81503	Sara Joseph	25.29863	2.90391
2739	52.82368	4.51239	6.04099	26.79582	020-87-4502	no	nop	6.82580	87.18182	6.04878	11.18921	6.23164	1.00000	4.24324	Kristy Rodriguez	159.21332	5.36934
2740	69.40004	4.44120	4.00152	37.25430	608-84-7252	no	nop	5.01711	20.74526	6.15113	7.06316	6.13949	0.00000	5.56033	Jessica Werner	29.35997	5.47430
2741	35.66742	5.24282	3.68927	51.80527	383-36-0873	no	married	5.84318	13.68737	5.79056	13.13987	5.17793	1.00000	5.85287	Patricia Ferguson	31.51749	6.05511
2742	31.87960	5.18859	7.09203	51.29460	284-88-5601	no	divoced	6.34731	79.30049	7.12087	12.87850	4.98239	1.00000	6.41821	Jesse Davis	55.82269	4.50456
2743	43.15330	6.07605	5.64398	61.41574	850-52-3006	no	divoced	6.72220	77.50111	8.85137	10.86575	7.74417	0.00000	3.59429	Noah Nichols	75.83956	6.99411
2744	50.16705	5.64848	8.04756	37.16643	075-39-4339	no	divoced	5.59805	47.01448	6.30661	15.50610	6.66051	1.00000	4.87990	Rebecca Ellis	53.13016	2.95496
2745	37.11190	7.87726	7.36220	45.57557	577-54-3388	Y	nop	5.85147	73.63086	7.53248	25.80931	6.62321	1.00000	4.98247	Sherry Todd	127.35943	3.66701
2746	43.29197	5.71465	3.34080	39.93608	316-79-9537	N	married	5.07039	3.88113	4.21491	15.61530	6.41392	0.00000	5.13038	Brenda Williams	29.80561	7.36727
2747	43.08224	5.28475	7.34470	44.74787	571-27-3089	Y	separated	6.54659	66.86036	7.28950	6.71923	7.69962	1.00000	6.87980	Julie Jackson	72.82763	
2748	48.73601	6.60093	6.54541	55.88547	842-10-8483	Y	married	7.45294	88.29131	8.94935	15.90244	4.70030	1.00000	5.35860	Katelyn Roth	72.33049	3.62855
2749	37.65621	6.81576	8.47118	49.22963	073-50-2265	yes	widowed	3.73507	22.70903	9.26871	16.60154	7.61284	1.00000	4.13590	Nathaniel Lopez	106.84565	2.08562
2750	40.01013	4.85278	4.01916	63.25316	458-59-6498	no	single	5.97586	23.58916	5.49298	13.78199	4.95631	1.00000	6.65911	Margaret Wright	106.89940	5.23439
2751	40.20213	4.95314	6.12348	43.86798	624-31-7702	Y	married	6.39853	93.16566	5.70203	12.15501	6.02598	0.00000	6.30380	Melissa Wheeler	115.52769	5.63926
2752	44.13297	6.70748	5.84665	40.89756	208-32-9142	no	widowed	7.21839	95.26154	7.88481	19.05917	5.97218	1.00000	4.00123	Daniel Welch	93.08707	4.94855
2753	53.51433	6.56200	4.91294	76.84714	290-60-5933	yes	single	6.10891	51.40437	7.43275	13.33751	5.74697	1.00000	6.05387	Kyle Rose	113.50359	4.06067
2754	73.41872	4.70750	5.71176	40.87037	885-93-2722	no	divoced	5.20866	86.45251	5.77367	6.83517	7.54440	0.00000	6.11310	Alexander Warner	88.67471	4.99480
2755	39.00353	6.41965	7.33568	58.41403	888-79-4800	yes	divoced	6.75995	63.45550	6.70432	11.87223	6.74437	1.00000	5.62328	Tammy Martin	28.19352	3.62095
2756	55.52875	4.92058	3.89781	23.15611	049-01-9595	no	widowed	6.27500	18.49068	7.60805	9.23084	7.76170	0.00000	5.22854	Melissa Zimmerman	76.33769	7.48755
2757	29.66835	6.55715	6.15725	33.16024	593-87-2597	no	widowed	7.15978	83.71420	5.97899	13.13098	7.40494	1.00000	5.32023	Phyllis Dominguez	91.47514	4.88444
2758	80.06498	4.02136	3.92680	38.38452	180-46-4061	yes	married	4.58034	18.04885	5.89662	4.21303	4.21010	1.00000	6.97004	Michelle Jensen	38.58330	5.44399
2759	55.77369	4.27485	4.82337	42.95016	155-03-9848	no	married	5.11645	55.67017	8.34871	5.75538	3.59155	1.00000	3.69880	Jennifer Hess	66.18758	0.72001
2760	71.99714	5.86326	4.82091	68.86046	411-97-6521	N	married	5.78217	46.64392	6.00408	13.59956	5.15093	1.00000	5.04841	Karina Chambers	97.39972	6.12289
2761	56.27647	3.61098	5.65379	42.73228	085-79-9237	yes	nop	6.26185	74.44432	5.80055	16.05802	5.76847	1.00000	4.87599	Mary Ford	69.93126	5.90877
2762	49.79637	6.49467	7.13040	55.71945	645-35-4922	Y	divoced	5.82598	74.29591	7.59390	20.26924	6.18322	1.00000	5.28502	Maria Livingston	32.62323	3.97886
2763	52.93786	5.79246	5.34304	83.75216	884-43-4125	no	married	7.98287	78.28571	6.03652	10.79935	6.27476	0.00000	6.73654	Joshua Cook	95.44868	6.07724
2764	55.36105	5.52376	5.31076	55.07675	267-89-9158	no	divoced	6.28840	76.88222	7.43661	13.40897	4.46723	1.00000	6.34201	Timothy Campos	62.30201	3.86346
2765	52.83163	7.05585	4.61243	46.25530	533-66-3735	Y	separated	5.95408	50.87148	10.26569	18.77801	7.77682	0.00000	6.89238	Douglas Stark	-13.08327	8.04288
2766	34.20225	4.75052	4.36434	35.96168	369-68-8765	Y	separated	5.91495	31.31044	6.43987	17.18350	7.56042	0.00000	3.94473	Hannah Miller	27.79890	8.10436
2767	51.88564	6.06706	7.64200	52.45652	113-26-5915	yes	married	5.34922	52.13573	9.82543	11.28026	9.07708	1.00000	5.25525	Rebecca Cabrera	15.33952	2.30261
2768	59.79856		4.27193	56.73563	651-87-9254	no	single	4.61662	34.47285	7.93332	12.14350	4.69760	1.00000	7.61198	Joshua Brewer	65.98376	4.81303
2769	40.86655	6.78562	6.70734	39.67741	491-38-2232	no	married	5.14944	88.71121	7.71118	14.37548	8.71881	1.00000	5.37174	Jessica Solis	67.32215	3.83157
2770	56.10333	5.05016	4.92824	69.47076	830-58-9292	yes	divoced	4.40611	56.33986	8.87917	8.38667	7.92578	0.00000	5.84393	Trevor Guerra	50.79670	7.76309
2771	40.22311	6.70882	4.66593	72.02142	655-55-2654	no	single	5.88453	45.78235	8.41070	11.99198	6.24149	1.00000	6.11130	Mark Mcintyre	100.78869	4.52498
2772	62.80369	4.59022	5.10578	40.57740	411-45-4035	Y	separated	5.01519	64.36230	7.37272	13.23260	5.37096	1.00000	4.51037	Kathryn Hudson	131.15987	4.10561
2773	50.25294	6.93806	4.76232	49.96745	032-40-6189	yes	married	4.96268	49.31716	6.22010	16.33564	2.68436	1.00000	6.71070	Dustin Curry	129.50441	3.40123
2774	47.40949	6.92563	6.23573	54.14967	810-40-7190	no	single	5.05370	94.97643	5.40216	13.34406	6.19679	1.00000	4.25038	Victor Jackson	83.50941	5.10880
2775	34.21413	5.60876	7.79021	40.09718	495-34-7761	Y	single	4.50309	53.07720	7.73065	12.07565	6.44529	1.00000	7.04405	Jose Chung	95.85712	3.24626
2776	47.48192	6.23311		47.96353	057-18-5517	N	widowed	4.77788	39.55359	6.52594	11.39699	7.19843	0.00000	6.93771	Christopher Porter	63.21211	4.07940
2777	74.70700	5.00304	4.68738	46.75978	346-81-5714	yes	single	5.66002	49.10800	7.37854	11.02843	8.19150	0.00000	5.65488	Stephanie Anderson	87.28851	7.68536
2778	49.74881	4.10372	5.54770	61.51984	313-20-5866	yes	separated	5.98789	83.56769	5.34104	11.83959	8.58372	0.00000	4.17967	Maria Banks	56.70921	3.73440
2779	75.36357	5.88340	4.46823	48.15686	141-32-9448	no	divoced	4.62005	41.20173	6.54689	13.01334	3.45811	1.00000	5.63846	Andrew Lee	115.93540	2.62718
2780	36.11227	5.72536	4.80434	55.74041	173-02-7146	Y	separated	4.90310	51.58748	7.12078	13.50708	6.23010	1.00000	5.66680	Michael Hall	60.89552	6.08865
2781	73.30157	4.32118	7.88845	59.54951	886-90-3617	Y	divoced	7.35080	34.80923	8.14434	6.41448	5.67108	1.00000	6.49259	Michael Dean	43.34019	3.36055
2782	36.84930	5.89795	7.29414	45.30196	840-28-3436	N	divoced	6.22156	70.15532	6.60729	12.87454	6.50862	1.00000	7.11799	Charles Brown	157.10923	3.82648
2783	46.04624	7.29551	7.74717	29.67038	044-40-1199	no	married	5.42148	61.31873	7.07475	21.71170	7.30080	1.00000	6.23046	Marcus Taylor	52.57438	3.10268
2784	21.05632	4.38357	3.09669	52.37407	773-38-2916	no	single	6.25256	14.81437	4.82256	9.20578	2.14054	1.00000	4.46809	Brian Taylor Jr.	68.19084	4.51800
2785	51.91491	7.54232	3.62828	63.79088	824-83-2773	no	nop	4.13637	15.92842	7.31739	16.65144	4.57884	1.00000	5.26710	Patricia Cohen	85.12880	4.01160
2786	66.68868		4.37845	68.45010	545-15-2832	no	married	5.59001		5.64898	14.51095	4.32472	1.00000	4.51142	Madison Gomez	61.90391	3.16060
2787	56.24815	6.97658	6.26953	58.16317	023-03-5284	yes	divoced	5.30968	91.38605	6.00490	23.50265	6.17168	1.00000	4.86841	Brittany Velazquez	79.56733	5.24396
2788	55.24518	5.06024	5.91418	56.63975	624-37-9417	N	married	5.45906	85.16897	4.43359	9.31832	6.99725	0.00000	4.97336	Steven Jackson	57.57080	6.39733
2789	58.15722	6.16796	3.26286	58.85547	633-05-6692	no	single	6.70746	7.94135	5.84418	18.70607	6.60861	0.00000	6.79282	Eileen Guerra	13.44485	6.68463
2790	44.92470	6.89034	4.17693	54.22087	339-53-6726	yes	single	5.71948	32.27620	6.43353	21.97901	7.61712	0.00000	5.77511	Cassandra Best	49.37323	3.20083
